Attrition,Age,BusinessTravel,Department,DistanceFromHome,Education,EducationField,EmployeeNumber,EnvironmentSatisfaction,Gender,JobInvolvement,JobRole,JobSatisfaction,MaritalStatus,MonthlyIncome,NumCompaniesWorked,OverTime,PercentSalaryHike,RelationshipSatisfaction,StockOptionLevel,TotalWorkingYears,TrainingTimesLastYear,WorkLifeBalance,YearsAtCompany,YearsInCurrentRole,YearsWithCurrManager
Yes,40,Travel_Rarely,Sales,25,4,Marketing,1318,4,Male,2,Sales Executive,2,Single,9094,2,Yes,12,3,0,9,2,3,5,4,0
No,48,Travel_Rarely,Research & Development,1,3,Life Sciences,1263,4,Male,2,Research Director,4,Single,18265,6,No,12,3,0,25,3,4,1,0,0
No,40,Travel_Rarely,Research & Development,1,3,Life Sciences,1822,3,Female,3,Healthcare Representative,4,Divorced,6513,4,No,17,4,1,12,3,3,5,3,3
No,30,Travel_Frequently,Research & Development,1,2,Medical,57,3,Female,3,Laboratory Technician,4,Single,4011,1,No,23,4,0,12,2,3,12,8,7
No,47,Travel_Rarely,Sales,2,2,Marketing,903,3,Female,3,Sales Executive,4,Married,4537,0,Yes,22,1,1,8,2,3,7,6,7
No,58,Travel_Rarely,Research & Development,,3,Technical Degree,940,3,Female,2,Healthcare Representative,2,Divorced,10552,2,Yes,13,4,1,24,3,3,6,0,4
No,34,Travel_Rarely,Sales,2,3,Other,786,4,Male,3,Sales Executive,4,Single,6274,1,No,22,3,0,6,5,3,6,5,4
No,52,Travel_Rarely,Research & Development,6,2,Technical Degree,630,4,Male,3,Research Scientist,1,Divorced,5577,3,Yes,12,2,2,18,3,3,10,9,9
No,42,Travel_Rarely,Research & Development,4,2,Technical Degree,319,3,Male,3,Manager,4,Married,19232,1,No,11,4,0,22,3,3,22,17,15
No,31,Travel_Rarely,Research & Development,24,3,Medical,1252,3,Female,2,Healthcare Representative,1,Single,6812,1,No,19,2,0,10,2,3,10,9,8
No,33,Travel_Rarely,Human Resources,2,3,Human Resources,1207,2,Male,3,Human Resources,3,Married,3600,1,No,13,4,1,5,2,3,5,4,4
No,51,Travel_Rarely,Human Resources,5,3,Life Sciences,1352,3,Male,3,Manager,2,Divorced,14026,1,Yes,11,2,1,33,2,3,33,9,10
No,23,Travel_Rarely,Research & Development,26,1,Life Sciences,465,3,Male,3,Research Scientist,4,Divorced,2904,1,No,12,3,2,4,2,2,4,2,2
No,42,Travel_Frequently,Research & Development,2,3,Life Sciences,1547,4,Male,3,Healthcare Representative,4,Married,10124,2,Yes,14,3,1,24,3,1,20,8,9
No,25,Travel_Frequently,Research & Development,2,1,Life Sciences,1653,4,Male,4,Manufacturing Director,3,Divorced,5206,1,No,17,3,2,7,6,3,7,7,7
No,41,Travel_Rarely,Sales,4,1,Marketing,1815,3,Female,3,Sales Executive,3,Divorced,10447,0,Yes,13,4,1,23,3,4,22,14,5
No,34,Travel_Frequently,Research & Development,3,1,Life Sciences,1103,1,Male,3,Healthcare Representative,4,Single,7756,0,No,17,3,0,7,1,2,6,2,4
No,32,Travel_Rarely,Research & Development,2,4,Medical,439,1,Female,4,Research Scientist,4,Single,5055,7,No,16,3,0,10,0,2,7,7,7
No,38,Travel_Rarely,Research & Development,4,2,Medical,1687,4,Female,3,Laboratory Technician,3,Married,3306,7,No,19,4,1,7,5,2,0,0,0
No,40,Travel_Frequently,Research & Development,1,4,Life Sciences,119,3,Male,2,Healthcare Representative,2,Married,13503,1,No,22,4,1,22,3,2,22,3,11
No,38,Non-Travel,Sales,2,2,Life Sciences,361,4,Male,2,Sales Executive,4,Married,5249,3,No,18,4,1,13,0,3,8,7,5
No,31,Travel_Rarely,Research & Development,7,4,Medical,462,3,Female,3,Manufacturing Director,4,Single,7143,1,Yes,14,3,0,11,2,2,11,9,10
Yes,25,Travel_Rarely,Research & Development,4,1,Technical Degree,1106,4,Male,3,Laboratory Technician,4,Married,3691,1,Yes,15,2,1,7,3,4,7,7,6
No,36,Travel_Rarely,Research & Development,4,4,Life Sciences,1435,1,Male,2,Laboratory Technician,4,Single,5810,1,No,16,3,0,10,2,2,10,4,8
Yes,21,Travel_Rarely,Research & Development,18,1,Other,923,4,Female,3,Research Scientist,4,Single,2693,1,No,19,1,0,1,3,2,1,0,0
No,36,Travel_Rarely,Research & Development,2,4,Medical,958,3,Male,3,Laboratory Technician,3,Single,2519,4,No,21,3,0,16,6,3,11,8,9
No,34,Travel_Rarely,Research & Development,20,3,Technical Degree,1265,3,Female,4,Research Scientist,3,Married,2585,0,No,17,4,0,2,5,2,1,0,0
No,33,Travel_Rarely,Research & Development,1,3,Life Sciences,969,2,Female,2,Healthcare Representative,4,Single,6949,0,No,14,1,0,6,3,3,5,0,4
No,35,Travel_Rarely,Research & Development,21,1,Life Sciences,942,4,Female,3,Healthcare Representative,4,Married,4014,1,Yes,25,4,1,10,2,1,10,6,7
No,45,Travel_Rarely,Research & Development,7,3,Medical,1195,1,Female,3,Research Scientist,3,Married,4477,4,Yes,19,3,1,7,2,2,3,2,2
No,42,Travel_Rarely,Research & Development,1,4,Life Sciences,517,2,Female,3,Laboratory Technician,1,Divorced,2576,3,No,16,2,1,8,5,3,5,2,2
No,42,Non-Travel,Research & Development,2,1,Life Sciences,1334,3,Male,3,Manager,3,Married,17861,0,Yes,13,4,0,21,3,2,20,8,10
Yes,30,Travel_Frequently,Human Resources,8,3,Human Resources,1747,3,Female,2,Human Resources,4,Divorced,2180,6,No,11,3,1,6,0,2,4,2,2
No,26,Travel_Frequently,Research & Development,11,2,Medical,390,1,Male,3,Healthcare Representative,1,Married,4741,1,Yes,13,3,1,5,3,3,5,3,3
Yes,31,Travel_Frequently,Research & Development,15,3,Medical,1160,3,Male,3,Laboratory Technician,3,Married,2610,1,No,12,3,1,2,5,2,2,2,2
Yes,46,Travel_Rarely,Sales,10,3,Life Sciences,1869,3,Female,3,Sales Executive,2,Married,7314,5,No,21,3,3,14,2,3,8,7,7
No,36,Travel_Rarely,Sales,3,4,Marketing,1425,1,Female,3,Sales Executive,2,Single,9278,3,Yes,16,4,0,15,3,3,5,4,1
No,60,Travel_Frequently,Sales,28,3,Marketing,573,3,Female,2,Sales Executive,1,Married,10266,4,No,19,4,0,22,5,4,18,13,11
Yes,40,Travel_Rarely,Research & Development,,4,Life Sciences,1534,4,Male,3,Laboratory Technician,1,Single,2018,3,No,14,2,0,15,3,1,5,4,0
No,32,Travel_Rarely,Sales,4,2,Life Sciences,330,3,Female,3,Sales Representative,2,Married,3931,2,No,11,1,1,6,5,3,4,3,2
No,34,Travel_Rarely,Sales,8,2,Technical Degree,1823,2,Male,4,Sales Executive,3,Married,6799,1,No,21,3,2,10,5,3,10,8,8
Yes,29,Travel_Rarely,Research & Development,8,4,Other,454,2,Male,1,Laboratory Technician,1,Married,2119,1,Yes,11,4,0,7,4,2,7,7,7
No,44,Travel_Rarely,Sales,28,3,Medical,1039,4,Female,4,Sales Executive,4,Married,13320,3,Yes,18,3,1,23,2,3,12,11,11
Yes,20,Travel_Rarely,Research & Development,11,3,Medical,1016,4,Female,2,Research Scientist,1,Single,2600,1,Yes,15,1,0,1,2,3,1,0,0
No,34,Travel_Frequently,Research & Development,2,2,Life Sciences,1140,4,Male,3,Manufacturing Director,3,Single,4033,2,No,11,4,0,5,3,2,3,2,2
No,43,Travel_Rarely,Sales,2,3,Medical,1706,4,Male,3,Sales Executive,4,Married,7847,1,Yes,17,1,1,10,3,3,10,9,8
No,31,Travel_Rarely,Sales,5,3,Technical Degree,1749,1,Male,3,Sales Executive,3,Married,8346,1,No,19,3,1,6,3,3,5,2,2
No,56,Travel_Rarely,Research & Development,1,2,Life Sciences,1441,1,Female,3,Research Scientist,1,Married,2066,2,No,22,4,1,5,3,4,3,2,0
No,36,Travel_Rarely,Research & Development,8,3,Technical Degree,83,3,Female,3,Healthcare Representative,3,Divorced,10096,1,No,13,2,3,17,2,3,17,14,8
No,33,Travel_Rarely,Research & Development,1,5,Medical,612,1,Female,4,Research Director,3,Divorced,16184,4,No,19,3,1,10,2,3,6,1,5
Yes,50,Travel_Frequently,Sales,1,4,Life Sciences,2044,2,Male,3,Sales Executive,3,Divorced,6728,7,No,12,4,2,12,3,3,6,3,1
No,26,Travel_Rarely,Research & Development,7,3,Other,1417,3,Male,4,Laboratory Technician,1,Single,3578,0,No,12,4,0,8,2,3,7,7,7
No,55,Travel_Rarely,Research & Development,8,3,Medical,84,4,Female,3,Manager,3,Divorced,14756,2,Yes,14,3,3,21,2,3,5,0,2
No,27,Travel_Rarely,Research & Development,2,4,Technical Degree,1931,2,Male,3,Research Scientist,2,Married,2226,1,No,11,3,1,6,3,2,5,3,2
No,30,Travel_Rarely,Research & Development,2,3,Life Sciences,548,3,Female,1,Manufacturing Director,4,Single,6091,2,No,20,3,0,11,2,3,5,4,2
No,34,Travel_Rarely,Research & Development,7,4,Medical,1577,1,Male,3,Research Scientist,4,Single,2972,1,No,13,3,0,1,4,1,1,0,0
No,30,Travel_Rarely,Sales,5,3,Marketing,456,4,Female,2,Sales Executive,3,Divorced,6118,1,No,13,3,3,10,2,3,10,9,2
No,27,Travel_Rarely,Research & Development,2,4,Life Sciences,1027,1,Female,3,Manufacturing Director,4,Married,4227,0,No,18,2,1,4,2,3,3,2,2
No,33,Non-Travel,Sales,22,2,Marketing,160,3,Male,3,Sales Executive,2,Married,6146,0,No,13,1,1,8,2,4,7,7,7
No,45,Travel_Frequently,Research & Development,7,3,Life Sciences,425,1,Male,3,Laboratory Technician,1,Divorced,5210,1,No,18,1,1,24,2,3,24,9,11
Yes,52,Travel_Rarely,Research & Development,8,4,Medical,433,3,Male,2,Research Scientist,2,Married,4941,2,No,15,1,0,11,3,2,8,2,7
Yes,51,Travel_Rarely,Research & Development,4,4,Life Sciences,1081,1,Male,3,Research Scientist,3,Married,2461,9,Yes,12,3,3,18,2,4,10,0,7
No,39,Travel_Rarely,Research & Development,9,2,Medical,1936,1,Male,3,Manufacturing Director,1,Married,5151,1,No,25,4,1,10,3,3,10,0,9
No,30,Travel_Rarely,Research & Development,2,3,Life Sciences,117,3,Male,2,Healthcare Representative,4,Married,4152,1,No,19,1,3,11,3,3,11,10,8
No,44,Travel_Rarely,Human Resources,1,4,Life Sciences,665,1,Female,2,Human Resources,3,Single,5985,4,No,11,2,0,10,1,4,2,2,2
No,38,Non-Travel,Sales,10,3,Technical Degree,983,3,Female,3,Sales Executive,4,Single,5666,1,Yes,13,2,0,6,1,3,5,3,3
No,25,Travel_Rarely,Sales,10,4,Life Sciences,1240,3,Male,3,Sales Executive,4,Single,4950,0,No,14,2,0,5,4,3,4,3,1
No,32,Travel_Rarely,Research & Development,3,4,Medical,966,3,Female,3,Manufacturing Director,1,Married,6725,1,No,12,3,1,8,2,4,8,7,3
No,36,Travel_Frequently,Research & Development,4,2,Life Sciences,2025,4,Female,3,Manufacturing Director,2,Divorced,5131,7,No,13,2,3,18,3,3,4,2,2
No,29,Travel_Frequently,Research & Development,2,1,Life Sciences,1590,1,Male,3,Healthcare Representative,4,Divorced,8853,1,No,19,4,1,6,0,4,6,4,3
Yes,39,Travel_Rarely,Sales,5,3,Technical Degree,42,4,Male,3,Sales Representative,4,Married,2086,3,No,14,3,1,19,6,4,1,0,0
No,55,Travel_Frequently,Research & Development,,4,Medical,1034,3,Male,3,Healthcare Representative,2,Married,6385,3,Yes,14,4,2,17,3,3,8,7,7
Yes,45,Travel_Rarely,Sales,2,3,Marketing,1277,1,Female,1,Manager,2,Single,18824,2,Yes,16,1,0,26,2,3,24,10,11
No,35,Travel_Rarely,Research & Development,4,2,Other,53,3,Male,3,Laboratory Technician,4,Divorced,1951,1,No,12,3,1,1,3,3,1,0,0
No,32,Travel_Frequently,Research & Development,13,3,Other,1234,3,Female,2,Laboratory Technician,2,Married,2743,1,No,20,3,1,2,2,3,2,2,2
No,39,Travel_Rarely,Human Resources,2,3,Life Sciences,909,4,Female,2,Human Resources,4,Married,5204,8,No,11,3,2,13,2,3,5,4,4
No,27,Travel_Frequently,Research & Development,1,1,Technical Degree,274,3,Male,2,Manufacturing Director,1,Married,4298,5,No,19,3,1,6,1,3,2,2,0
No,34,Travel_Rarely,Research & Development,10,3,Life Sciences,934,2,Male,3,Laboratory Technician,2,Divorced,2008,1,No,14,2,2,1,3,3,1,0,0
No,40,Travel_Frequently,Sales,5,4,Life Sciences,729,4,Male,2,Sales Executive,1,Married,10475,5,Yes,21,3,1,20,2,3,18,13,12
No,39,Travel_Rarely,Research & Development,1,4,Medical,332,3,Female,3,Laboratory Technician,3,Divorced,2232,7,No,14,3,3,7,1,3,3,2,2
Yes,39,Travel_Rarely,Research & Development,6,3,Medical,932,4,Male,3,Laboratory Technician,1,Married,2404,7,Yes,21,4,0,8,2,1,2,2,2
No,38,Travel_Rarely,Research & Development,6,2,Other,1782,4,Female,2,Laboratory Technician,3,Married,3702,1,No,11,2,1,5,3,3,5,4,4
Yes,39,Travel_Rarely,Research & Development,23,3,Medical,1310,3,Male,3,Research Scientist,1,Single,3904,0,No,13,1,0,6,2,3,5,2,3
Yes,34,Travel_Frequently,Research & Development,9,4,Life Sciences,1807,4,Male,3,Laboratory Technician,1,Married,5346,4,No,17,3,1,11,3,2,7,1,7
No,28,Travel_Frequently,Sales,1,2,Life Sciences,1927,3,Male,2,Sales Executive,4,Married,6834,1,Yes,12,3,1,7,2,3,7,7,7
No,49,Travel_Rarely,Research & Development,1,3,Life Sciences,1677,3,Male,3,Manager,3,Single,15379,4,No,14,1,0,23,2,3,8,7,0
No,58,Non-Travel,Research & Development,1,4,Life Sciences,422,4,Male,1,Healthcare Representative,3,Divorced,5660,2,Yes,13,4,1,12,2,3,5,3,2
No,38,Travel_Rarely,Research & Development,29,3,Technical Degree,273,4,Male,3,Manufacturing Director,4,Married,6261,3,No,18,1,1,9,3,1,7,7,7
No,31,Travel_Rarely,Sales,8,2,Life Sciences,1453,1,Male,3,Sales Executive,4,Divorced,10793,1,No,18,1,1,13,5,3,13,7,9
No,49,Non-Travel,Research & Development,18,4,Life Sciences,275,4,Male,3,Manufacturing Director,4,Divorced,6804,1,Yes,15,1,2,7,0,3,7,7,7
No,53,Travel_Rarely,Research & Development,6,3,Life Sciences,769,4,Male,3,Laboratory Technician,4,Single,2450,2,No,17,4,0,19,4,3,2,2,2
No,56,Travel_Rarely,Research & Development,8,3,Life Sciences,241,3,Female,3,Research Scientist,1,Divorced,4257,4,Yes,18,3,1,19,3,3,2,2,2
No,37,Travel_Rarely,Research & Development,13,3,Medical,1543,1,Male,3,Research Scientist,4,Married,4285,1,No,17,1,0,10,2,3,10,8,7
No,35,Travel_Rarely,Research & Development,2,3,Life Sciences,1182,3,Male,2,Manufacturing Director,2,Divorced,10274,2,No,18,2,1,15,2,4,7,7,4
No,27,Travel_Rarely,Sales,11,3,Medical,1364,3,Female,4,Sales Representative,4,Married,2534,8,No,14,2,1,5,4,3,1,0,0
No,27,Travel_Rarely,Research & Development,9,3,Medical,260,4,Female,3,Research Scientist,2,Single,2279,1,No,16,4,0,7,2,2,7,7,3
No,55,Travel_Rarely,Research & Development,2,4,Technical Degree,1873,2,Male,2,Research Scientist,4,Married,2662,8,No,20,2,1,19,2,4,5,2,4
No,24,Travel_Frequently,Research & Development,2,1,Technical Degree,1646,1,Female,3,Research Scientist,4,Single,3760,1,Yes,13,3,0,6,2,3,6,3,3
No,30,Non-Travel,Research & Development,7,3,Technical Degree,1482,3,Male,3,Research Scientist,3,Divorced,1274,1,No,13,2,2,1,2,2,1,0,0
No,28,Travel_Rarely,Research & Development,9,3,Medical,930,3,Female,3,Research Scientist,3,Divorced,2377,5,No,18,2,1,6,2,3,2,2,2
No,35,Travel_Rarely,Research & Development,,4,Medical,2008,2,Male,3,Research Scientist,3,Single,5098,1,No,19,2,0,10,5,3,10,7,8
No,41,Travel_Frequently,Research & Development,,3,Life Sciences,1392,4,Female,3,Research Scientist,4,Divorced,5467,3,Yes,14,1,2,12,4,2,6,2,3
No,39,Travel_Frequently,Research & Development,22,3,Medical,1043,4,Female,3,Manufacturing Director,1,Single,10880,1,Yes,13,3,0,21,2,3,21,6,8
No,40,Travel_Rarely,Research & Development,1,4,Life Sciences,1361,2,Male,3,Laboratory Technician,2,Married,2387,3,No,22,3,1,7,3,3,4,2,3
No,44,Travel_Rarely,Research & Development,1,3,Medical,2020,2,Male,3,Research Scientist,4,Single,2436,6,Yes,12,3,0,6,2,3,4,3,2
No,47,Travel_Rarely,Human Resources,26,4,Life Sciences,1625,4,Female,3,Manager,3,Married,19658,3,No,11,3,1,27,2,3,5,2,0
No,49,Travel_Rarely,Sales,11,4,Marketing,1757,4,Female,3,Sales Executive,4,Single,4507,3,No,12,3,0,8,1,4,5,1,4
No,42,Travel_Rarely,Human Resources,2,1,Technical Degree,470,3,Male,3,Human Resources,3,Divorced,2696,0,Yes,11,3,1,4,5,3,3,2,0
No,34,Travel_Rarely,Research & Development,2,4,Life Sciences,339,4,Male,2,Manufacturing Director,1,Married,5957,6,No,13,2,1,13,3,3,11,9,9
No,37,Travel_Rarely,Research & Development,19,3,Life Sciences,1631,3,Male,3,Manufacturing Director,3,Married,5768,3,No,17,1,3,9,2,2,4,3,2
No,51,Travel_Rarely,Research & Development,6,3,Life Sciences,162,1,Male,3,Research Director,3,Single,19537,7,No,13,3,0,23,5,3,20,18,15
No,29,Travel_Rarely,Sales,20,2,Marketing,349,4,Male,3,Sales Executive,4,Divorced,6931,2,No,14,4,1,10,2,3,3,2,2
No,50,Travel_Rarely,Sales,8,4,Marketing,738,4,Male,3,Sales Representative,2,Married,3875,7,No,15,4,1,4,2,3,2,2,2
No,23,Travel_Rarely,Research & Development,4,3,Medical,705,1,Male,4,Research Scientist,1,Married,2819,2,No,16,1,1,5,3,4,3,2,2
Yes,33,Travel_Rarely,Research & Development,25,3,Medical,1108,1,Male,2,Research Scientist,2,Single,2313,4,Yes,20,2,0,5,0,3,2,2,2
No,49,Travel_Rarely,Research & Development,16,3,Medical,1674,4,Female,3,Laboratory Technician,1,Divorced,2587,4,Yes,16,2,1,17,2,2,2,2,2
No,35,Travel_Rarely,Sales,1,3,Medical,620,1,Female,3,Sales Executive,3,Single,4859,1,No,16,4,0,5,3,3,5,4,3
No,34,Travel_Rarely,Research & Development,8,5,Life Sciences,775,2,Female,3,Manufacturing Director,1,Divorced,5121,3,No,14,3,1,7,3,3,0,0,0
No,26,Travel_Frequently,Research & Development,1,1,Medical,1068,1,Female,2,Research Scientist,3,Divorced,2007,1,No,13,3,2,5,5,3,5,3,3
No,45,Non-Travel,Research & Development,1,1,Life Sciences,1712,3,Male,2,Healthcare Representative,3,Married,10748,3,No,23,4,1,25,3,2,23,15,4
No,45,Travel_Rarely,Sales,2,3,Other,606,4,Male,3,Sales Executive,2,Married,4805,0,No,19,2,1,9,3,4,8,7,7
No,37,Travel_Frequently,Research & Development,9,3,Medical,403,2,Male,3,Research Scientist,4,Married,2326,1,Yes,12,3,3,4,3,2,4,2,2
Yes,25,Travel_Rarely,Sales,19,2,Marketing,952,3,Male,2,Sales Representative,2,Married,2413,1,Yes,18,3,3,1,2,3,1,0,0
No,37,Travel_Rarely,Research & Development,10,3,Medical,1640,2,Female,3,Research Scientist,2,Married,3936,1,No,11,1,1,8,2,1,8,4,7
No,35,Travel_Rarely,Sales,18,3,Medical,975,3,Female,3,Sales Executive,3,Married,4601,1,No,16,2,0,5,3,3,5,2,0
No,28,Travel_Rarely,Sales,2,4,Marketing,846,2,Female,3,Sales Executive,2,Married,4779,1,Yes,20,1,0,8,2,3,8,7,5
No,22,Travel_Rarely,Research & Development,6,1,Medical,675,1,Male,3,Research Scientist,3,Married,2773,0,No,20,4,0,3,3,3,2,2,2
No,45,Travel_Frequently,Research & Development,25,3,Medical,1306,2,Female,3,Manager,2,Single,18061,3,No,22,3,0,22,4,3,0,0,0
No,56,Travel_Rarely,Sales,11,5,Marketing,1935,4,Female,2,Sales Executive,1,Married,5380,4,No,16,3,1,6,3,3,0,0,0
No,36,Non-Travel,Sales,15,4,Marketing,2036,4,Male,1,Sales Executive,4,Divorced,5406,1,No,24,1,1,15,4,2,15,12,11
No,35,Non-Travel,Research & Development,2,4,Life Sciences,771,4,Female,3,Healthcare Representative,1,Divorced,5093,2,No,11,1,1,16,2,4,1,0,0
No,45,Non-Travel,Sales,,4,Life Sciences,1845,3,Female,3,Sales Executive,3,Married,5154,4,No,22,2,2,10,3,4,8,7,7
No,26,Non-Travel,Research & Development,7,3,Medical,1693,4,Male,3,Laboratory Technician,4,Single,2570,1,No,20,3,0,7,5,3,7,7,7
No,48,Travel_Rarely,Sales,2,5,Marketing,595,2,Female,3,Sales Executive,4,Married,4051,2,No,14,1,1,14,2,3,9,7,7
No,34,Travel_Rarely,Sales,3,2,Life Sciences,1779,4,Female,1,Sales Executive,4,Single,6029,5,No,12,1,0,6,3,3,2,2,2
Yes,34,Travel_Frequently,Research & Development,7,3,Life Sciences,147,1,Male,1,Laboratory Technician,3,Single,6074,1,Yes,24,4,0,9,3,3,9,7,6
No,60,Travel_Rarely,Sales,7,4,Marketing,1233,2,Male,4,Sales Executive,4,Divorced,5220,0,Yes,18,2,1,12,3,3,11,7,9
No,32,Non-Travel,Research & Development,1,4,Technical Degree,1574,4,Male,3,Research Scientist,1,Married,4087,4,No,14,2,1,9,3,2,6,5,2
No,31,Non-Travel,Research & Development,10,3,Medical,1979,3,Female,3,Research Director,3,Married,11031,4,No,20,3,1,13,2,4,11,7,8
No,45,Travel_Rarely,Research & Development,2,2,Other,1635,4,Female,2,Manufacturing Director,4,Divorced,5770,1,No,19,1,2,10,3,3,10,7,9
No,53,Travel_Rarely,Research & Development,13,2,Medical,250,4,Female,4,Manufacturing Director,1,Divorced,4450,1,No,11,3,2,5,3,3,4,2,3
No,30,Travel_Rarely,Sales,10,3,Marketing,1179,3,Male,2,Sales Executive,3,Married,6578,1,No,18,1,1,10,3,3,10,3,4
No,29,Travel_Rarely,Research & Development,3,4,Medical,564,2,Male,2,Research Director,3,Married,11935,1,No,18,3,0,10,2,3,10,2,7
No,39,Travel_Frequently,Research & Development,7,2,Medical,444,3,Male,2,Manager,4,Married,19272,1,No,15,1,1,21,2,3,21,9,3
No,57,Travel_Rarely,Research & Development,24,2,Life Sciences,223,3,Male,4,Healthcare Representative,4,Divorced,9439,3,Yes,16,2,1,12,2,1,5,3,4
No,51,Travel_Rarely,Sales,21,4,Marketing,120,3,Male,3,Sales Executive,4,Single,5441,0,Yes,22,4,0,11,2,1,10,7,0
Yes,44,Travel_Rarely,Research & Development,15,3,Medical,1295,1,Female,3,Healthcare Representative,4,Married,7978,1,No,11,4,1,10,2,3,10,7,5
Yes,32,Travel_Rarely,Research & Development,25,4,Life Sciences,911,1,Male,3,Laboratory Technician,4,Single,2795,1,Yes,24,3,0,1,2,1,1,0,1
No,20,Travel_Rarely,Sales,9,1,Life Sciences,1680,4,Male,3,Sales Representative,1,Single,2728,1,No,11,1,0,2,3,3,2,2,2
No,35,Travel_Frequently,Research & Development,1,3,Medical,88,2,Male,3,Research Scientist,1,Married,2194,4,No,13,4,1,5,2,2,3,2,2
Yes,22,Travel_Rarely,Research & Development,3,1,Life Sciences,926,2,Female,3,Manufacturing Director,3,Married,4171,0,Yes,19,1,1,4,3,4,3,2,2
No,26,Travel_Rarely,Research & Development,2,2,Medical,1018,4,Male,4,Manufacturing Director,4,Married,5472,1,No,12,2,0,8,2,3,8,7,3
Yes,35,Travel_Rarely,Sales,4,3,Technical Degree,1100,4,Male,3,Sales Executive,1,Single,9582,0,Yes,22,1,0,9,2,3,8,7,7
No,38,Travel_Rarely,Research & Development,3,5,Technical Degree,193,4,Female,3,Research Scientist,3,Single,4317,3,Yes,20,2,0,19,2,3,3,2,2
No,35,Travel_Rarely,Sales,7,4,Life Sciences,1962,3,Female,3,Sales Executive,4,Married,5204,1,Yes,11,4,0,10,2,3,10,8,9
No,22,Travel_Rarely,Research & Development,11,3,Medical,511,1,Female,3,Research Scientist,2,Married,2244,1,No,13,4,1,2,1,3,2,1,2
No,54,Travel_Rarely,Sales,2,4,Life Sciences,1070,3,Female,2,Sales Executive,3,Married,10686,6,No,11,2,1,13,4,3,9,4,0
No,59,Travel_Rarely,Sales,25,3,Life Sciences,81,1,Female,3,Sales Executive,1,Single,7637,7,No,11,4,0,28,3,2,21,16,9
No,54,Travel_Rarely,Research & Development,,3,Life Sciences,1250,4,Male,3,Research Director,4,Married,17779,3,No,14,1,0,36,2,3,10,9,9
Yes,31,Travel_Frequently,Research & Development,2,3,Life Sciences,1464,2,Male,3,Laboratory Technician,4,Married,3722,6,Yes,13,3,1,7,2,1,2,2,2
No,32,Travel_Rarely,Sales,7,3,Life Sciences,420,4,Male,2,Sales Executive,3,Married,5484,1,No,14,3,1,13,3,2,13,8,8
No,33,Travel_Rarely,Research & Development,9,3,Medical,1238,1,Male,3,Research Scientist,4,Married,2781,0,No,13,2,1,15,5,3,14,10,10
No,29,Travel_Rarely,Research & Development,15,1,Life Sciences,1202,2,Female,1,Research Scientist,4,Married,2168,0,Yes,18,1,1,6,2,2,5,4,3
No,33,Travel_Frequently,Sales,7,3,Medical,1477,4,Male,3,Sales Executive,1,Married,4373,0,No,14,1,2,5,2,3,4,3,3
No,36,Travel_Frequently,Research & Development,6,4,Life Sciences,1594,1,Male,4,Laboratory Technician,1,Married,5562,3,Yes,13,4,1,9,3,3,3,2,2
No,31,Travel_Rarely,Research & Development,1,2,Life Sciences,530,4,Male,2,Laboratory Technician,1,Married,2218,1,No,12,3,1,4,3,3,4,2,2
No,36,Travel_Rarely,Research & Development,14,1,Life Sciences,924,3,Male,3,Healthcare Representative,4,Married,6586,0,Yes,17,1,1,17,2,2,16,8,11
No,37,Travel_Rarely,Research & Development,11,3,Medical,1411,1,Female,3,Laboratory Technician,3,Single,3629,4,No,18,1,0,8,6,3,3,2,2
Yes,58,Travel_Rarely,Research & Development,2,3,Technical Degree,977,4,Male,3,Research Scientist,3,Single,2479,4,No,24,1,0,7,4,3,1,0,0
No,42,Travel_Rarely,Research & Development,2,4,Other,477,1,Male,2,Healthcare Representative,4,Single,6781,3,No,23,2,0,14,6,3,1,0,0
Yes,26,Travel_Rarely,Research & Development,24,3,Technical Degree,622,3,Male,1,Laboratory Technician,4,Single,2340,1,Yes,18,2,0,1,3,1,1,0,0
Yes,32,Travel_Rarely,Research & Development,9,3,Medical,190,1,Female,3,Laboratory Technician,1,Single,4200,7,No,22,1,0,10,2,4,5,4,4
No,29,Travel_Frequently,Research & Development,10,3,Life Sciences,1143,4,Female,3,Research Scientist,2,Divorced,3291,0,No,14,4,2,8,2,2,7,5,1
No,57,Travel_Rarely,Research & Development,1,2,Life Sciences,1483,2,Male,4,Research Scientist,3,Married,4900,0,No,24,1,1,13,2,2,12,9,8
No,26,Travel_Frequently,Research & Development,1,2,Life Sciences,792,1,Female,1,Laboratory Technician,4,Divorced,4364,3,No,14,1,1,5,2,3,2,2,0
No,32,Travel_Rarely,Sales,8,2,Technical Degree,436,3,Female,2,Sales Executive,2,Married,5228,1,Yes,11,4,0,13,2,3,13,12,9
No,35,Travel_Rarely,Sales,1,3,Marketing,600,2,Male,3,Sales Executive,3,Married,4717,9,No,11,3,0,15,2,3,11,9,9
No,41,Travel_Rarely,Sales,6,3,Marketing,1708,4,Male,3,Sales Executive,3,Single,9241,1,No,12,2,0,10,3,3,10,8,7
No,31,Travel_Rarely,Research & Development,11,4,Life Sciences,895,4,Male,3,Research Scientist,4,Married,2356,3,Yes,19,2,1,8,2,3,6,4,2
Yes,37,Travel_Frequently,Research & Development,10,3,Medical,342,1,Male,3,Manufacturing Director,3,Divorced,10048,6,No,11,2,2,17,5,3,1,0,0
