defeat,datetime,v021,v087,v088,v089,v114,v115,v116,v117,v118,v120,v121,v157,v222,v223,v224,v249,v250,v251,v252,v253,v255,v256,v292,v360,v361,v362,v387,v388,v389,v390,v391,v393,v394,v430,v494,v495,v496,v521,v522,v523,v524,v525,v527,v528,v571,v572,v573,v574,v575,v576,v577,v578
defeat,29/08/2008 06:45:00,1.4233,2.4048,0.9899,1764.543,0.943,0.0,701.3914,0.9657,56.6647,0.9699,6.5296,0.0846,0.0807,0.0049,144.3723,0.0152,0.0,65.301,0.0084,2.3441,0.0034,0.2872,0.0289,0.0252,0.0014,47.8253,0.0053,0.0,23.5635,0.0025,0.7575,0.0011,0.1102,5.9445,3.3547,0.4989,8.1819,1.6142,0.0,9.3102,0.868,4.1367,0.3489,4.3978,537.0373,2.0049,9.14,0.1252,3.1241,0.0395,1.7019,6.244
normal,29/08/2008 06:54:00,1.4041,2.3759,0.9882,1827.4076,0.9287,0.0,706.1614,0.9909,58.5163,0.9762,6.3363,0.0324,0.0454,0.0022,200.9971,0.0416,0.0,114.8495,0.0011,2.331,0.0056,0.7803,0.0105,0.0148,0.0007,60.82899999999999,0.0154,0.0,31.7531,0.0004,0.6985,0.0018,0.2229,2.3075,1.9096,0.2241,10.999,4.4788,0.0,16.2639,0.1094,3.9834,0.5779,12.3146,534.7291,2.4644,8.88,0.3358,2.8346,0.1103,1.6607,13.6247
normal,29/08/2008 07:18:00,1.4013,2.4227,0.9875,1839.6873,0.9478,0.0,735.0312,0.9909,59.3632,0.971,6.3174,0.078,0.0392,0.003,149.9529,0.0196,0.0,126.8903,0.0004,3.1358,0.0196,0.5649,0.0256,0.0131,0.0009,44.8463,0.008,0.0,38.5219,0.0001,0.8247,0.0066,0.18600000000000003,5.5655,1.6191,0.3076,8.151,2.0723,0.0,17.2632,0.0372,5.2825,2.0235,8.9418,534.5173,1.5036,10.3,0.2068,3.6885,0.0632,1.9269999999999998,13.7536
normal,29/08/2008 07:22:00,1.3998,2.3930000000000002,0.9856,1804.0434,0.9455,0.0,710.0026,0.9905,58.5982,0.9773,6.3686,0.0444,0.0828,0.0025,130.7773,0.0189,0.0,53.1805,0.0012,2.1698,0.0053,0.4518,0.0131,0.0246,0.0007,41.6804,0.0073,0.0,17.6978,0.0004,0.6428,0.0017,0.1565,3.1718,3.4584,0.2523,7.2491,1.9954,0.0,7.4902,0.1198,3.7028,0.5472,7.0941,539.0582,2.0084,5.41,0.2516,1.8131,0.0807,1.0036,12.5296
normal,29/08/2008 07:24:00,1.4331,2.4373,0.9874,1783.2841,0.9455,0.0,716.6117,0.9908,58.5601,0.976,6.3673,0.0323,0.0384,0.0022,116.8848,0.0301,0.0,79.0602,0.0012,2.0116,0.0058,0.6251,0.0098,0.0121,0.0007,36.3861,0.012,0.0,24.6091,0.0004,0.5721,0.0018,0.2022,2.2517,1.5775,0.2278,6.5545,3.1854,0.0,11.0325,0.11699999999999999,3.4351,0.5921,9.8169,535.1664,2.0973,7.19,0.2556,2.2021,0.0745,1.3435,12.1875
normal,29/08/2008 07:33:00,1.409,2.4071,0.9821,1834.4234,0.9416,0.0,779.5474,0.9919,58.6031,0.9632,6.4128,0.0329,0.0448,0.0065,176.028,0.023,0.0,133.137,0.0004,2.9742,0.0213,0.4203,0.0105,0.0138,0.0022,53.2993,0.0067,0.0,38.5757,0.0001,0.7688,0.0082,0.14300000000000002,2.3343,1.8597,0.6595,9.5958,2.4443,0.0,17.0788,0.0415,5.0751,2.2075,6.5544,531.3473,2.0767,9.21,0.2491,3.3191,0.0765,1.7333,11.9961
normal,29/08/2008 07:33:00,1.3987,2.4048,0.99,1770.3007,0.9142,0.0,738.4034,0.9904,58.5136,0.9775,6.2496,0.0504,0.0807,0.0027,90.5886,0.1011,0.0,82.3518,0.0008,3.1379,0.0044,0.5303,0.0134,0.0252,0.0007,32.4791,0.0324,0.0,29.1263,0.0002,1.0273,0.0015,0.1717,3.6018,3.3547,0.2761,5.1171,11.0535,0.0,11.1527,0.0759,5.3626,0.452,8.4861,570.9627,2.1059,445.32,1.1669,129.3101,0.3595,77.9946,55.411
normal,29/08/2008 08:10:00,1.4271,2.4299,0.986,1879.8357,0.9475,0.0,723.3346,0.9901,58.7687,0.975,6.2279,0.0738,0.0335,0.0026,160.7589,0.0159,0.0,152.3431,0.0109,3.469,0.0066,0.4003,0.0239,0.0104,0.0009,58.181999999999995,0.0051,0.0,56.4081,0.0034,0.9588,0.0023,0.1311,5.1707,1.3767,0.265,8.5518,1.6769,0.0,21.0612,1.1041,5.9027,0.6727,6.4269,534.34,2.044,9.17,0.2759,2.9960000000000004,0.0746,1.7161,13.4998
normal,29/08/2008 08:20:00,1.3982,2.4299,0.9681,1845.6472,0.9599,0.0,760.3131,0.9909,57.9811,0.9671,6.3147,0.0664,0.0335,0.0077,103.917,0.0055,0.0,94.835,0.0007,2.3482,0.0259,0.4457,0.0259,0.0104,0.0026,35.7429,0.0016,0.0,22.9879,0.0002,0.7019,0.0085,0.1511,4.7475,1.3767,0.8005,5.6304,0.5770000000000001,0.0,12.4732,0.0686,4.0499,2.6758,7.0587,531.4073,2.0161,8.05,0.3213,2.8487,0.1038,1.5148,15.9361
normal,29/08/2008 08:41:00,1.4157,2.3635,0.9906,1820.0463,0.9413,0.0,784.3755,0.9905,58.2197,0.9624,6.4102,0.1291,0.0283,0.0009,84.3625,0.0204,0.0,97.2798,0.0008,1.8041,0.0255,0.4634,0.0427,0.0116,0.0002,26.3608,0.0077,0.0,26.096,0.0003,0.6252,0.0082,0.1505,9.1222,1.1971,0.0887,4.6352,2.1628,0.0,12.4022,0.0823,3.0987,2.6479,7.2298,533.0809,2.0118,7.84,0.258,2.5328,0.0847,1.4707,12.8264
normal,29/08/2008 08:45:00,1.4258,2.4389,0.9876,1920.6247,0.9743,0.0,748.2392,0.991,57.1635,0.9624,6.4567,0.031,0.047,0.0037,128.8506,0.009000000000000001,0.0,146.9712,0.0009,1.9836,0.0298,0.5751,0.0109,0.0138,0.001,46.4247,0.0028,0.0,40.4706,0.0003,0.5628,0.0096,0.191,2.1763,1.9282,0.3762,6.7088,0.9191,0.0,19.6423,0.0938,3.47,3.0958,8.9077,533.4936,1.9555,8.2,0.22899999999999998,2.8334,0.0824,1.537,11.7118
normal,29/08/2008 12:21:00,1.3933,2.4238,0.9761,1821.8166,0.9483,0.0,758.4047,0.9905,59.455,0.9722,6.2474,0.0114,0.0527,0.0406,149.0726,0.018000000000000002,0.0,96.824,0.0009,2.3912,0.017,0.4592,0.0038,0.0145,0.0131,48.6361,0.005,0.0,34.4315,0.0003,0.8170000000000001,0.0059,0.1525,0.8204,2.1759,4.1568,8.1826,1.8993,0.0,12.7668,0.0869,4.0219,1.7529,7.3508,534.6555,2.0338,6.93,0.39899999999999997,2.2109,0.1056,1.2962,19.6191
normal,29/08/2008 12:22:00,1.3936,2.3541,0.9806,1784.4188,0.9604,0.0,765.0814,0.9911,58.37,0.9647,6.4081,0.0323,0.1074,0.0126,117.9119,0.0081,0.0,90.6967,0.0005,1.715,0.03,0.5659,0.0122,0.0311,0.0038,36.3402,0.0029,0.0,24.5656,0.0002,0.493,0.0091,0.1834,2.3171,4.5618,1.2862,6.6079,0.8486,0.0,11.8545,0.0508,2.9382,3.1118,8.8315,533.2291,2.2587,8.28,0.2158,2.8321,0.0724,1.5528,9.5549
normal,29/08/2008 12:37:00,1.3879,2.385,0.971,1817.0486,0.9451,0.0,738.7298,0.9908,59.7608,0.9642,6.4305,0.1258,0.0319,0.0083,130.873,0.0191,0.0,117.1096,0.0011,1.9568,0.0277,0.5977,0.0476,0.0121,0.0028,45.4733,0.0064,0.0,47.6582,0.0003,0.6586,0.0095,0.2014,9.0633,1.3389,0.858,7.2025,2.0186,0.0,15.8528,0.1111,3.2743,2.8766,9.295,531.9209,2.2497,7.99,0.2536,2.9131,0.08,1.5021,11.2721
normal,29/08/2008 13:04:00,1.4147,2.3793,0.9905,1824.9624,0.9435,0.0,781.077,0.9912,57.3112,0.9769,6.3281,0.0707,0.0771,0.0006,78.7338,0.0286,0.0,47.4918,0.0009,3.9506,0.0045,0.4996,0.0273,0.0251,0.0002,25.072,0.0101,0.0,16.9905,0.0003,1.2234,0.0013,0.1639,4.9953,3.2425,0.062,4.3143,3.0339,0.0,6.0803,0.0918,6.8932,0.4656,7.8944,537.41,2.1437,5.17,0.1427,1.7648,0.053,0.9620000000000001,6.6571
normal,29/08/2008 13:14:00,1.3840000000000001,2.3091,0.9808,1772.7789,0.9731,0.0,719.8728,0.9913,57.7984,0.9674,6.3491,0.0404,0.0584,0.0658,134.4961,0.0124,0.0,106.0247,0.0009,1.785,0.0185,0.415,0.0156,0.0211,0.0202,43.9416,0.0045,0.0,30.9519,0.0003,0.5347,0.0061,0.1401,2.9189999999999996,2.5291,6.7055,7.5867,1.2727,0.0,14.7283,0.0888,3.0884,1.9099,6.5367,530.8673,2.3145,9.85,0.4535,3.4587,0.1169,1.8554,19.5919
normal,29/08/2008 13:27:00,1.4162,2.3877,0.9878,1796.8323,0.94,0.0,803.8346,0.9908,58.1353,0.9764,6.3417,0.0245,0.0334,0.0019,94.3829,0.0273,0.0,182.7313,0.0009,1.8307,0.0048,0.5921,0.0077,0.0127,0.0005,32.0976,0.0089,0.0,63.6851,0.0003,0.6683,0.0016,0.1894,1.7314,1.3969999999999998,0.1906,5.2527,2.9082,0.0,22.7325,0.0889,3.1491,0.4951,9.336,535.8409,2.2266,6.37,0.2423,2.0838,0.0736,1.1888,10.8826
normal,29/08/2008 13:49:00,1.4094,2.3948,0.9878,1832.138,0.9381,0.0,738.2743,0.9907,58.0778,0.9678,6.3704,0.0374,0.0759,0.0023,117.928,0.0438,0.0,141.5192,0.0008,1.9069,0.0202,0.39899999999999997,0.0122,0.0229,0.0007,44.3071,0.0136,0.0,51.6485,0.0002,0.6759999999999999,0.0069,0.133,2.6528,3.1678,0.2375,6.4366,4.6697,0.0,19.1689,0.0763,3.2834,2.0859,6.2637,535.0791,2.1879,8.15,0.3154,2.8597,0.0937,1.5231,14.4164
normal,29/08/2008 14:11:00,1.4218,2.4003,0.9840000000000001,1757.5821,0.9378,0.0,700.279,0.9909,59.3288,0.9655,6.391,0.0713,0.0933,0.0008,97.2151,0.0156,0.0,74.1287,0.0006,2.5585,0.026000000000000002,0.4652,0.0306,0.0292,0.0003,34.5992,0.0044,0.0,29.6983,0.0002,0.7476,0.0088,0.1557,5.0149,3.8882,0.0849,5.5312,1.6632,0.0,10.5856,0.0653,4.3123,2.6919,7.2791,535.1218,1.9541,7.24,0.2395,2.4668,0.0753,1.3530000000000002,12.2576
normal,29/08/2008 14:18:00,1.4207,2.4326,0.9895,1832.3214,0.9471,0.0,759.8921,0.9909,57.5382,0.9648,6.4079,0.0649,0.09300000000000001,0.0031,126.7039,0.0198,0.0,139.9864,0.0008,2.354,0.0255,0.624,0.0253,0.0281,0.0008,52.7198,0.0073,0.0,48.858000000000004,0.0002,0.7168,0.0087,0.2102,4.5675,3.8214,0.3164,6.9149,2.0934,0.0,18.4219,0.0806,4.0911,2.6429,9.7382,586.9145,2.1612,451.69,0.8108,138.3722,0.28600000000000003,76.9601,37.5154
normal,29/08/2008 14:30:00,1.3958,2.4358,0.9721,1831.4591,0.9540000000000001,0.0,714.664,0.9911,59.055,0.9702,6.2257,0.0383,0.0492,0.0081,92.3901,0.0532,0.0,87.1028,0.0009,2.8977,0.0171,0.3514,0.0142,0.0155,0.0027,32.5884,0.0138,0.0,27.1711,0.0003,0.7646,0.0064,0.1164,2.7425,2.0183,0.8363,5.0446,5.5765,0.0,12.1879,0.0866,4.9067,1.7589,5.6452,533.0,2.395,8.42,0.4246,3.1736,0.1222,1.5797,17.7272
normal,29/08/2008 15:01:00,1.4184,2.4363,0.9913,1889.6273,0.9332,0.0,751.9014,0.9904,59.3086,0.9740000000000001,6.2029,0.0715,0.042,0.0006,78.6566,0.0045,0.0,62.0776,0.0008,2.8385,0.0161,0.4342,0.0286,0.0125,0.0002,25.3616,0.0014,0.0,23.0755,0.0003,0.912,0.0054,0.1449,5.0408,1.7242,0.0566,4.1625,0.4782,0.0,8.2561,0.0786,4.7861,1.6562,7.0006,533.3336,2.0324,8.09,0.4433,2.9186,0.1346,1.5169,21.8124
normal,29/08/2008 15:43:00,1.4213,2.4021,0.9888,1777.7633,0.9339,0.0,808.1438,0.9903,58.3444,0.9769,6.2973,0.0823,0.08199999999999999,0.0024,181.1365,0.0208,0.0,41.5453,0.0008,3.1192,0.0036,0.5795,0.0282,0.0258,0.0007,60.1274,0.0067,0.0,15.1046,0.0002,1.0812,0.0013,0.1836,5.7892,3.4156,0.2455,10.189,2.2261,0.0,5.1408,0.0781,5.3462,0.3652,9.202,533.2618,2.2691,10.56,0.3699,3.7221,0.0953,1.9803,16.3015
normal,29/08/2008 16:26:00,1.4131,2.4326,0.9866,1816.2699,0.9321,0.0,716.2204,0.9908,59.8217,0.9682,6.3117,0.048,0.09300000000000001,0.0016,63.1437,0.0369,0.0,60.66,0.0007,2.2874,0.012,0.4919,0.0148,0.0281,0.0005,19.147000000000002,0.0105,0.0,21.6999,0.0002,0.8079999999999999,0.0042,0.1573,3.3989,3.8214,0.1619,3.4766,3.9581,0.0,8.4695,0.0698,3.8237,1.235,7.7932,532.7309,1.8891,8.4,0.1958,3.0002,0.0584,1.5768,10.3628
normal,29/08/2008 20:21:00,1.3851,2.4206,0.9671,1894.9172,0.9755,0.0,754.7281,0.9908,58.7145,0.968,6.3517,0.0402,0.0429,0.0116,126.0663,0.0061,0.0,159.1943,0.0007,2.09,0.0218,0.4242,0.0164,0.0142,0.0037,39.0002,0.0019,0.0,46.2066,0.0003,0.5436,0.0073,0.1431,2.9008,1.7738,1.2042,6.6529,0.6228,0.0,21.0929,0.0694,3.5596,2.2526,6.6787,532.7427,2.3382,9.13,0.2724,3.2479,0.0738,1.7138,11.6508
normal,29/08/2008 20:49:00,1.3577,2.4174,0.9886,1743.2584,0.9182,0.0,824.3834,0.991,58.5577,0.9667,6.3472,0.0744,0.0481,0.0025,125.3848,0.0326,0.0,161.6724,0.0008,1.7915,0.0216,0.5809,0.0295,0.0135,0.0007,43.521,0.0085,0.0,44.3811,0.0003,0.5324,0.0075,0.1906,5.4829,1.9901,0.2523,7.1926,3.5516,0.0,19.6113,0.0806,3.0594,2.23,9.1516,512.4609,1.5211,426.85,1.0685,134.1202,0.3337,83.2942,70.2474
normal,29/08/2008 21:25:00,1.4048,2.3635,0.9906,1820.0463,0.9434,0.0,814.5702,0.9905,58.8705,0.9639,6.452000000000001,0.0564,0.0283,0.0009,84.3625,0.0216,0.0,78.3502,0.001,3.8859,0.0251,0.5974,0.0181,0.0116,0.0002,26.3608,0.006,0.0,23.2428,0.0003,1.1838,0.0091,0.1983,4.0133,1.1971,0.0887,4.6352,2.2844,0.0,9.6186,0.1046,6.6008,2.6046,9.2586,532.5182,2.0621,8.87,0.2525,2.883,0.087,1.6657,12.2428
normal,29/08/2008 21:46:00,1.3982,2.3091,0.9849,1763.6142,0.9475,0.0,731.0047,0.9904,58.894,0.9658,6.3212,0.0419,0.0584,0.0017,92.8213,0.019,0.0,68.0631,0.001,3.7947,0.0214,0.4429,0.0155,0.0211,0.0005,28.9089,0.0056,0.0,18.8357,0.0003,1.1749,0.0067,0.1465,2.9989,2.5291,0.1733,5.2631,2.0092,0.0,9.3109,0.0995,6.4432,2.2191,7.0066,537.4627,2.1325,7.48,0.2969,2.5692,0.0925,1.3917,13.9238
normal,29/08/2008 21:54:00,1.4088,2.4296,0.99,1747.7034,0.9299,0.0,748.7528,0.9904,58.4256,0.9697,6.297000000000001,0.040999999999999995,0.0466,0.0019,152.9594,0.0128,0.0,72.2472,0.001,3.333,0.0139,0.3853,0.016,0.013999999999999999,0.0005,46.6872,0.004,0.0,28.4313,0.0003,1.0621,0.0056,0.1314,2.9067,1.9178,0.1873,8.752,1.3789,0.0,9.649,0.0976,5.7048,1.4328,6.1194,535.0918,2.0927,6.36,0.2646,2.3244,0.0753,1.1886,12.6428
normal,29/08/2008 22:11:00,1.403,2.3962,0.9894,1866.7297,0.9386,0.0,722.9924,0.9906,59.8959,0.9756,6.2884,0.0175,0.0326,0.0028,111.5599,0.033,0.0,104.7552,0.0009,2.0524,0.0061,0.4651,0.0052,0.0125,0.0009,45.0539,0.0109,0.0,34.1561,0.0003,0.6392,0.0021,0.1592,1.2452,1.3589,0.2816,5.9762,3.5210000000000004,0.0,14.4891,0.0878,3.4266,0.6297,7.3957,533.7682,1.9722,5.6201,0.2812,1.9278,0.0963,1.0529,14.2593
normal,29/08/2008 22:45:00,1.4033,2.4402,0.9683,1743.9933,0.9252,0.0,712.8031,0.9919,58.0641,0.9776,6.2913,0.0407,0.099,0.0044,85.8933,0.0469,0.0,109.2778,0.0005,2.4326,0.0034,0.6475,0.0165,0.0304,0.0013,26.8506,0.0147,0.0,37.7713,0.0002,0.6284,0.0012,0.2104,2.8983,4.0589,0.4591,4.9251,5.0707,0.0,15.3307,0.0542,4.1895,0.3434,10.2918,531.0854,2.0685,9.93,0.2932,3.3856,0.0858,1.8698,14.1723
normal,29/08/2008 22:49:00,1.3978,2.3908,0.9913,1725.4839,0.9352,0.0,744.2807,0.992,58.5766,0.9775,6.2204,0.0562,0.0573,0.0021,110.2527,0.0386,0.0,120.1171,0.0003,2.2199,0.005,0.4768,0.0198,0.0198,0.0006,33.523,0.0134,0.0,44.2552,0.0001,0.5986,0.0016,0.1533,4.0228,2.3965,0.2097,6.3897,4.1323,0.0,16.1387,0.0306,3.7897,0.5093,7.6651,529.4909,2.0437,10.66,0.3671,3.6489999999999996,0.1111,2.0132,17.9606
normal,29/08/2008 22:56:00,1.4104,2.3802,0.9884,1679.6377,0.9485,0.0,638.4671,0.9912,56.956,0.9789,6.0053,0.0309,0.0358,0.0014,124.1143,0.02,0.0,52.4576,0.0006,1.9674,0.0025,0.5802,0.0102,0.0129,0.0005,41.3583,0.0073,0.0,18.6322,0.0002,0.6201,0.0009,0.1911,2.1929,1.5059,0.1446,7.3893,2.1087,0.0,8.2162,0.0592,3.4543,0.2516,9.6609,534.1364,2.3033,9.14,0.3106,3.2821,0.0985,1.7112,13.4839
normal,30/08/2008 00:01:00,1.4056,2.415,0.9849,1813.14,0.9234,0.0,686.1109,0.9909,58.0777,0.9634,6.4622,0.0347,0.0404,0.0024,104.6329,0.0482,0.0,139.762,0.0006,1.8825,0.0266,0.4115,0.0114,0.0132,0.0007,32.0348,0.0152,0.0,38.6858,0.0002,0.5458,0.0086,0.1422,2.4707,1.6709,0.2434,5.7708,5.2145,0.0,20.3702,0.0635,3.2413,2.7617,6.3673,533.1246,2.1672,9.43,0.2236,3.2845,0.0726,1.7688,10.3164
normal,30/08/2008 00:05:00,1.4026,2.4313,0.9902,1800.2195,0.9615,0.0,727.2449,0.9914,57.2243,0.9795,6.303999999999999,0.0229,0.0857,0.0016,101.0593,0.0078,0.0,89.0393,0.001,1.6562,0.0029,0.4671,0.0097,0.0259,0.0006,32.4708,0.0026,0.0,33.0666,0.0003,0.4932,0.001,0.1503,1.6356,3.5251,0.1607,5.6137,0.815,0.0,12.2434,0.0978,2.8943,0.3011,7.4093,533.77,2.0384,6.66,0.2881,2.4182,0.0966,1.2477,14.1331
normal,30/08/2008 00:57:00,1.3854,2.415,0.9894,1875.3806,0.9481,0.0,764.6541,0.9903,58.4683,0.9664,6.3956,0.0475,0.0404,0.0016,137.5809,0.0241,0.0,90.6258,0.0011,3.3249,0.0227,0.4251,0.0151,0.0132,0.0005,43.1682,0.0084,0.0,28.6069,0.0004,1.067,0.0078,0.1393,3.4307,1.6709,0.1635,7.3362,2.5393,0.0,11.8519,0.1067,5.6866,2.3442,6.6474,533.5727,2.147,10.21,0.3167,3.4322,0.0923,1.9135,14.7511
normal,30/08/2008 01:29:00,1.3904,2.3616,0.9729,1821.9848,0.9478,0.0,783.2510000000001,0.9908,57.6354,0.9787,6.4069,0.0495,0.0328,0.0025,120.9088,0.0115,0.0,78.5765,0.0008,2.2043,0.0062,0.6479,0.0148,0.0128,0.001,44.847,0.0035,0.0,23.2022,0.0002,0.7406,0.0019,0.2046,3.5608,1.3885,0.2563,6.6361,1.2097,0.0,10.0321,0.0799,3.8246,0.6338,10.112,533.7791,1.6068,9.31,0.2706,3.364,0.0782,1.7442,16.8414
normal,30/08/2008 02:08:00,1.425,2.4389,0.9894,1772.8633,0.9412,0.0,774.5916,0.9917,58.0151,0.9677,6.3531,0.0649,0.047,0.002,152.8048,0.02,0.0,94.5694,0.0005,3.3436,0.0201,0.3902,0.0249,0.0138,0.0006,50.0358,0.0066,0.0,29.3507,0.0002,0.8507,0.0065,0.1332,4.5516,1.9282,0.2063,8.6191,2.1275,0.0,12.2089,0.0494,5.7634,2.0748,6.1425,535.1664,2.0973,7.19,0.2556,2.2021,0.0745,1.3435,12.1875
normal,30/08/2008 02:22:00,1.4062,2.4345,0.9812,1739.3732,0.9301,0.0007,773.3142,0.9909,58.3607,0.9759,6.3499,0.0232,0.0568,0.0102,85.0316,0.0552,0.0068,116.9719,0.001,2.5138,0.0033,0.563,0.0084,0.0164,0.0029,26.5595,0.0168,0.0021,33.3992,0.0004,0.6542,0.001,0.1827,1.6498,2.3343,1.0390000000000001,4.8886,5.9314,0.0,15.1261,0.1006,4.3074,0.3345,8.8665,532.1109,2.0349,9.49,0.2684,3.3041,0.0757,1.7835,13.1891
normal,30/08/2008 02:32:00,1.4006,2.4694,0.9904,1788.815,0.9763,0.0,731.9925,0.9905,58.1742,0.9655,6.3727,0.0534,0.0445,0.0009,132.3302,0.0082,0.0,130.6542,0.0008,1.9631,0.02,0.4206,0.0209,0.0142,0.0003,42.8612,0.0024,0.0,37.3043,0.0003,0.691,0.0059,0.1427,3.8105,1.8035,0.0883,7.3976,0.8445,0.0,17.8491,0.0793,3.3745,2.0727,6.6006,589.5082,2.0367,452.54,0.6724,138.2373,0.2255,76.7657,33.0129
normal,30/08/2008 02:39:00,1.409,2.3988,0.9915,1800.4917,0.9563,0.0,645.7231,0.9912,59.1681,0.9751,6.2531,0.0463,0.0851,0.0012,148.65200000000002,0.0212,0.0,72.2847,0.0006,2.9644,0.0041,0.4438,0.0174,0.0265,0.0003,49.1085,0.0059,0.0,23.6225,0.0002,0.7775,0.0012,0.1472,3.2838,3.5477,0.11800000000000001,8.2562,2.221,0.0,11.1944,0.0558,5.0102,0.419,7.0973,536.2118,1.9617,9.64,0.3201,3.3571,0.0883,1.7978,16.3179
normal,30/08/2008 02:50:00,1.4005,2.3802,0.9871,1763.0268,0.9424,0.0,778.3407,0.9914,58.2714,0.9772,6.3482,0.0568,0.0358,0.0023,124.1927,0.0245,0.0,80.1763,0.0004,2.6445,0.0055,0.5906,0.0214,0.0129,0.0009,42.0521,0.0072,0.0,20.34,0.0002,0.6938,0.0016,0.187,4.0577,1.5059,0.2348,7.0443,2.5987,0.0,10.3009,0.0451,4.5383,0.563,9.302999999999999,536.15,1.9941,8.78,0.3613,3.2879,0.099,1.6376,18.1211
normal,30/08/2008 03:10:00,1.3804,2.3732,0.9906,1814.3331,0.93,0.0,743.0132,0.9905,59.6185,0.9691,6.2904,0.1164,0.0985,0.0005,74.6156,0.024,0.0,84.6305,0.001,2.7317,0.0227,0.4343,0.042,0.028999999999999998,0.0002,20.7063,0.0074,0.0,29.9005,0.0003,0.9,0.006999999999999999,0.1394,8.4311,4.1487,0.0526,4.1126,2.5821,0.0,11.3902,0.0997,4.582,2.3451,6.9034,533.0327,2.0001,9.3,0.3841,3.3142,0.1102,1.7447,19.206
normal,30/08/2008 04:20:00,1.4105,2.4469,0.99,1809.8939,0.9570000000000001,0.0,722.5858,0.9914,59.8646,0.9732,6.2049,0.0466,0.0244,0.0006,86.4391,0.0185,0.0,69.2999,0.0004,2.8531,0.0141,0.5264,0.0166,0.0102,0.0002,25.6649,0.0069,0.0,20.1077,0.0001,0.7282,0.0051,0.1781,3.3016,0.9992,0.0596,4.7759,1.9314,0.0,9.5905,0.0427,4.7659,1.4514,8.4838,532.5646,2.7395,13.35,1.138,4.0485,0.3883,2.5067,41.5401
normal,30/08/2008 04:24:00,1.4088,2.4504,0.9893,1697.1242,0.9194,0.0,754.1953,0.9914,59.4602,0.9756,6.2276,0.0887,0.0348,0.0018,72.6282,0.0172,0.0,54.4973,0.0006,1.9177,0.0054,0.608,0.0337,0.0125,0.0005,21.4212,0.0058,0.0,16.7571,0.0002,0.5687,0.0018,0.2011,6.2988,1.4208,0.1811,4.2795,1.8716,0.0,7.2259,0.0619,3.2251,0.5499,9.7636,532.5646,2.7395,13.35,1.138,4.0485,0.3883,2.5067,41.5401
normal,30/08/2008 04:55:00,1.385,2.3605,0.99,1769.8568,0.9307,0.0,712.0768,0.9905,58.5845,0.9758,6.2756,0.0489,0.0681,0.002,128.1581,0.0283,0.0,87.5464,0.0011,3.9977,0.0054,0.5183,0.0152,0.0222,0.0006,41.056999999999995,0.0104,0.0,31.6843,0.0003,1.2694,0.0021,0.1717,3.5298,2.8844,0.2059,7.2412,3.0438,0.0,12.2945,0.1105,6.8237,0.5525,8.2584,532.6046,2.11,9.92,0.1493,3.3781,0.0429,1.8625,7.0781
normal,30/08/2008 05:05:00,1.4069999999999998,2.3958,0.985,1811.5779,0.9494,0.0,735.6821,0.9903,57.7331,0.9639,6.4464,0.0187,0.0734,0.003,123.7551,0.0227,0.0,93.4224,0.0009,2.8626,0.0255,0.4406,0.0069,0.0231,0.0011,45.9174,0.0068,0.0,34.2852,0.0003,1.016,0.0091,0.1507,1.3297,3.0642,0.3053,6.8313,2.3939,0.0,12.6987,0.087,4.9583,2.642,6.8352,529.8882,1.9955,8.88,0.2739,3.1371,0.0745,1.6758,13.7278
normal,30/08/2008 05:05:00,1.4025,2.3918,0.9905,1833.5098,0.9491,0.0,758.1576,0.9906,58.3868,0.9772,6.2352,0.0391,0.0398,0.0006,95.1692,0.0106,0.0,124.0166,0.0011,4.0735,0.0041,0.4785,0.0152,0.0143,0.0002,27.3886,0.0037,0.0,40.841,0.0004,1.3303,0.0015,0.156,2.7893,1.6658,0.0598,5.1905,1.1193,0.0,16.3576,0.1147,6.9767,0.4227,7.6741,531.4073,2.0161,8.05,0.3213,2.8487,0.1038,1.5148,15.9361
normal,30/08/2008 05:38:00,1.4124,2.4113,0.9862,1888.1251,0.9406,0.0,814.3718,0.9905,59.4888,0.9702,6.3056,0.0612,0.038,0.002,149.5063,0.0292,0.0,166.7729,0.0009,3.4714,0.0183,0.4486,0.0192,0.0121,0.0007,55.2702,0.009000000000000001,0.0,51.1898,0.0003,1.0605,0.006,0.1471,4.3317,1.5753,0.19899999999999998,7.9182,3.1064,0.0,20.4787,0.0885,5.8354,1.8899,7.1149,533.5555,2.0417,6.08,0.3579,2.0909999999999997,0.1153,1.1395,17.5289
normal,30/08/2008 05:51:00,1.4016,2.4334,0.9891,1811.7807,0.9483,0.0,765.0469,0.9907,59.1123,0.9659,6.2792,0.0471,0.0405,0.0014,80.7842,0.0268,0.0,134.8903,0.0006,2.9379,0.024,0.4252,0.0128,0.0145,0.0005,24.9805,0.0079,0.0,42.2159,0.0002,0.7674,0.0074,0.1415,3.3576,1.6654,0.1383,4.4588,2.8237,0.0,17.6316,0.0572,4.97,2.4875,6.7722,534.7282,1.6257,7.0,0.3806,2.3357,0.0994,1.3091,23.4142
