id,COLLEGE,INCOME ,OVERAGE,LEFTOVER,HOUSE,HANDSET_PRICE,OVER_15MINS_CALLS_PER_MONTH,AVERAGE_CALL_DURATION,REPORTED_SATISFACTION,REPORTED_USAGE_LEVEL,CONSIDERING_CHANGE_OF_PLAN,CHURN
6503,1,28191,78,0,321739,175,4,1,sat,very_little,considering,LEAVE
6504,0,106367,54,6,205678,630,5,6,very_sat,avg,no,LEAVE
6505,0,131332,57,9,166250,521,3,6,very_sat,very_high,considering,STAY
6506,0,41629,44,19,192376,173,5,5,very_unsat,very_little,never_thought,LEAVE
6507,0,47252,0,0,339408,135,1,13,very_unsat,very_high,actively_looking_into_it,LEAVE
6508,1,65482,153,0,690128,313,27,8,very_unsat,little,considering,STAY
6509,0,75493,0,13,298922,349,0,6,unsat,high,considering,LEAVE
6510,1,68413,0,5,222669,828,1,5,very_sat,very_little,no,STAY
6511,1,69177,159,0,967848,338,19,9,very_unsat,little,considering,STAY
6512,0,148731,171,0,759814,434,28,13,unsat,very_little,actively_looking_into_it,LEAVE
6513,1,26191,177,20,209774,189,5,4,very_unsat,little,actively_looking_into_it,LEAVE
6514,0,112200,71,13,891059,848,16,4,very_unsat,high,actively_looking_into_it,LEAVE
6515,0,21700,61,0,283699,159,3,9,unsat,little,considering,STAY
6516,0,49993,142,0,274206,147,24,11,very_unsat,very_high,actively_looking_into_it,LEAVE
6517,0,33753,85,20,901203,169,4,2,avg,little,considering,STAY
6518,0,22490,59,10,243592,176,5,4,very_unsat,avg,no,STAY
6519,0,42283,221,0,374116,188,27,2,very_sat,little,no,STAY
6520,1,112836,193,0,187355,572,21,13,very_sat,little,actively_looking_into_it,STAY
6521,0,117502,0,29,697331,543,1,2,very_unsat,very_little,considering,LEAVE
6522,1,32240,0,0,184383,178,1,10,very_unsat,avg,no,LEAVE
6523,1,20812,0,17,313292,242,1,1,avg,very_little,considering,STAY
6524,1,126503,0,71,305733,442,0,1,very_sat,high,considering,STAY
6525,0,21734,46,26,189275,237,3,2,very_unsat,very_little,considering,LEAVE
6526,1,107851,48,67,564556,259,5,1,avg,little,actively_looking_into_it,LEAVE
6527,0,30070,169,20,374680,143,21,5,unsat,little,never_thought,LEAVE
6528,0,38495,78,0,305609,686,5,10,unsat,very_high,actively_looking_into_it,STAY
6529,1,151575,178,0,782389,485,18,8,unsat,very_little,considering,LEAVE
6530,1,138642,0,17,501837,805,0,4,unsat,very_little,no,STAY
6531,1,49515,56,7,152306,238,0,5,very_sat,little,perhaps,STAY
6532,0,66663,192,36,716831,318,25,2,very_unsat,very_little,actively_looking_into_it,STAY
6533,0,45133,87,14,594985,182,3,4,very_sat,little,considering,LEAVE
6534,1,108751,197,22,911875,429,13,5,very_sat,high,considering,LEAVE
6535,0,23027,0,0,913639,220,5,15,very_unsat,little,considering,LEAVE
6536,1,81787,50,0,880490,698,5,1,very_sat,very_little,no,STAY
6537,0,41593,52,85,721941,135,3,1,very_unsat,very_little,never_thought,LEAVE
6538,0,64297,0,66,355996,271,15,14,avg,very_little,considering,LEAVE
6539,1,156449,60,0,801199,703,4,5,sat,very_little,no,LEAVE
6540,1,140520,181,0,217306,535,18,4,very_unsat,very_high,actively_looking_into_it,STAY
6541,1,148856,149,13,850064,717,1,5,very_sat,little,never_thought,LEAVE
6542,0,104926,54,11,432033,587,3,10,very_sat,avg,perhaps,LEAVE
6543,0,79770,175,13,215600,268,20,6,very_sat,very_high,considering,LEAVE
6544,1,53891,205,0,616536,336,19,11,very_sat,very_high,considering,STAY
6545,1,57137,0,22,226636,350,0,5,unsat,little,perhaps,STAY
6546,1,159101,178,7,770402,795,27,6,very_sat,little,actively_looking_into_it,LEAVE
6547,0,26014,56,0,347393,216,3,13,very_unsat,high,considering,LEAVE
6548,1,113897,192,89,693428,447,10,2,very_sat,very_little,no,LEAVE
6549,0,20058,0,0,200410,181,1,9,very_unsat,very_little,considering,LEAVE
6550,0,159896,39,0,151009,521,3,11,very_sat,very_little,no,LEAVE
6551,1,32187,0,80,433409,158,1,2,very_unsat,very_high,considering,LEAVE
6552,1,31147,46,35,848373,134,3,2,very_sat,very_little,never_thought,STAY
6553,0,71354,0,22,179606,320,1,6,very_sat,very_little,considering,STAY
6554,0,39885,34,0,209258,186,4,13,unsat,little,considering,LEAVE
6555,1,75416,0,0,651524,132,0,5,very_unsat,little,considering,STAY
6556,0,146401,51,81,783433,634,4,1,very_sat,very_little,actively_looking_into_it,LEAVE
6557,1,85523,243,0,681624,196,19,11,unsat,very_little,actively_looking_into_it,STAY
6558,1,119932,55,0,273118,739,5,10,sat,little,considering,STAY
6559,1,47011,0,0,621032,192,1,8,very_unsat,little,never_thought,LEAVE
6560,1,87406,69,5,236843,384,24,4,very_sat,high,never_thought,STAY
6561,1,38643,0,23,263256,240,4,4,very_sat,very_little,considering,STAY
6562,1,124819,0,60,186059,142,0,2,unsat,little,considering,STAY
6563,1,126825,0,19,305411,529,0,1,very_unsat,little,no,STAY
6564,1,94187,237,0,369131,318,10,14,sat,little,no,STAY
6565,1,146248,0,16,397532,669,1,5,very_sat,high,no,STAY
6566,1,93206,38,0,221910,336,5,8,very_unsat,avg,perhaps,STAY
6567,0,71755,0,22,802305,264,0,2,very_unsat,high,considering,LEAVE
6568,1,79661,0,60,501637,380,1,1,very_sat,little,perhaps,STAY
6569,1,20278,0,69,813697,143,1,1,unsat,little,considering,STAY
6570,1,108855,214,52,231618,824,22,2,avg,very_little,perhaps,LEAVE
6571,0,77900,0,0,150900,271,5,15,very_unsat,very_high,perhaps,LEAVE
6572,1,52175,0,13,905699,273,1,5,avg,very_little,actively_looking_into_it,STAY
6573,1,27649,184,61,258980,219,23,1,very_unsat,little,never_thought,LEAVE
6574,1,31927,0,22,338708,173,1,5,very_unsat,little,considering,LEAVE
6575,1,87283,71,0,294553,310,4,12,unsat,very_little,actively_looking_into_it,LEAVE
6576,0,54512,0,6,583515,631,1,4,very_sat,little,considering,STAY
6577,1,74341,204,0,575243,349,21,13,very_unsat,little,no,STAY
6578,0,94300,184,15,371533,268,26,5,avg,very_high,perhaps,STAY
6579,1,105249,62,39,179291,661,4,2,sat,avg,considering,LEAVE
6580,0,104972,0,83,323760,682,0,2,very_unsat,very_high,actively_looking_into_it,LEAVE
6581,0,37615,197,0,835841,220,11,8,very_unsat,little,considering,STAY
6582,1,49611,0,9,190134,172,15,6,avg,high,actively_looking_into_it,STAY
6583,0,66719,0,0,257391,264,0,11,unsat,very_high,considering,LEAVE
6584,0,137171,0,10,508738,694,0,5,unsat,very_high,actively_looking_into_it,STAY
6585,0,99310,182,6,837852,319,10,12,very_sat,very_high,never_thought,STAY
6586,1,157243,59,0,263072,802,4,5,very_sat,very_high,no,STAY
6587,0,144907,183,21,164791,891,5,5,unsat,little,considering,LEAVE
6588,0,97840,197,18,710048,340,20,4,very_unsat,very_little,no,STAY
6589,0,46587,215,0,176560,164,13,9,very_unsat,very_little,no,STAY
6590,1,142243,51,36,833957,372,3,2,very_unsat,very_high,actively_looking_into_it,STAY
6591,0,99511,201,82,711336,359,18,1,very_unsat,little,never_thought,STAY
6592,0,108080,190,60,494010,813,0,2,sat,very_high,no,STAY
6593,0,33489,0,38,769257,213,0,2,very_sat,little,never_thought,STAY
6594,0,30434,0,85,774149,350,0,2,avg,little,considering,STAY
6595,1,135215,64,16,325255,724,4,4,very_unsat,very_little,considering,LEAVE
6596,1,151734,43,0,208772,875,0,11,very_sat,little,actively_looking_into_it,LEAVE
6597,1,126943,73,0,751508,867,5,14,very_unsat,very_high,actively_looking_into_it,LEAVE
6598,1,99168,152,10,898619,397,24,4,unsat,very_high,considering,STAY
6599,0,40572,0,55,169722,182,0,1,sat,little,considering,STAY
6600,1,152108,0,0,821815,843,16,12,very_unsat,little,actively_looking_into_it,LEAVE
6601,0,31436,0,26,470320,245,0,14,very_sat,high,perhaps,LEAVE
6602,1,97619,219,16,453733,325,26,5,very_unsat,little,actively_looking_into_it,LEAVE
6603,0,79285,53,22,458677,306,5,5,very_sat,very_high,considering,LEAVE
6604,0,144112,60,0,633966,690,4,15,sat,little,no,STAY
6605,0,111732,263,11,569556,818,27,12,very_unsat,very_high,actively_looking_into_it,LEAVE
6606,0,39055,0,10,870755,196,1,4,avg,little,considering,STAY
6607,0,31939,44,21,894197,215,5,5,very_sat,very_little,considering,STAY
6608,1,64046,59,9,215298,361,20,4,unsat,very_high,never_thought,LEAVE
6609,1,43965,168,13,547590,142,14,6,very_unsat,high,actively_looking_into_it,LEAVE
6610,0,87933,0,6,887360,363,0,6,avg,very_high,never_thought,STAY
6611,0,137331,204,31,177521,536,13,2,unsat,very_high,actively_looking_into_it,LEAVE
6612,1,82621,67,65,245346,284,4,2,unsat,very_little,no,STAY
6613,1,139181,188,0,246071,450,14,12,very_sat,very_high,considering,LEAVE
6614,1,139042,159,0,171156,684,22,14,unsat,little,considering,LEAVE
6615,0,153404,64,0,256953,451,5,15,very_unsat,little,perhaps,STAY
6616,1,72475,0,0,288851,302,0,1,very_unsat,very_high,no,LEAVE
6617,0,45944,0,82,969800,158,1,2,very_sat,little,no,STAY
6618,0,24467,0,8,906491,237,0,5,avg,very_little,actively_looking_into_it,STAY
6619,1,67952,0,12,576992,360,0,4,sat,high,actively_looking_into_it,STAY
6620,0,129195,248,17,778394,867,22,6,very_unsat,very_little,actively_looking_into_it,LEAVE
6621,0,27998,0,29,153251,151,1,1,unsat,very_high,considering,STAY
6622,0,79175,65,40,175419,257,5,2,unsat,little,considering,LEAVE
6623,0,53606,73,56,742260,136,4,2,very_sat,little,perhaps,STAY
6624,0,71322,0,12,556264,670,1,5,sat,very_high,considering,STAY
6625,0,131282,0,0,167124,726,4,13,avg,little,considering,STAY
6626,1,105401,137,0,992542,420,21,13,unsat,very_little,considering,STAY
6627,1,103484,0,0,272519,808,1,9,very_unsat,little,considering,LEAVE
6628,1,152309,46,46,850976,402,5,2,very_unsat,little,considering,LEAVE
6629,1,24255,161,9,415995,137,26,5,avg,little,considering,STAY
6630,0,53983,228,0,360422,325,23,14,avg,very_high,no,LEAVE
6631,0,156451,0,7,226216,778,1,5,very_unsat,high,considering,LEAVE
6632,1,116094,54,40,952072,813,3,13,unsat,little,no,STAY
6633,1,45539,215,0,447797,360,24,13,very_unsat,high,considering,LEAVE
6634,0,20222,236,40,494773,179,19,1,very_unsat,high,actively_looking_into_it,LEAVE
6635,1,36038,79,0,723596,240,4,11,very_unsat,high,considering,STAY
6636,1,54962,184,24,165419,327,17,5,avg,very_little,considering,LEAVE
6637,0,43773,57,6,297108,199,12,6,very_unsat,high,considering,STAY
6638,0,132931,0,89,894059,401,1,1,very_unsat,little,considering,STAY
6639,1,85656,67,28,649933,235,5,12,very_sat,high,considering,STAY
6640,1,63045,87,19,245830,373,4,6,very_sat,high,perhaps,STAY
6641,1,129276,186,40,463452,662,16,6,very_unsat,little,no,STAY
6642,0,92297,0,0,289311,344,0,13,very_unsat,high,never_thought,LEAVE
6643,0,146228,186,61,521165,601,10,5,unsat,high,no,LEAVE
6644,0,74482,59,7,427368,395,3,5,very_sat,very_little,considering,STAY
6645,1,98700,61,45,865721,292,4,1,very_unsat,very_little,no,STAY
6646,0,118105,198,0,935841,781,23,14,very_unsat,very_high,considering,LEAVE
6647,1,104778,0,17,711212,746,1,5,avg,little,perhaps,STAY
6648,1,104224,0,86,274453,547,1,1,very_sat,little,actively_looking_into_it,STAY
6649,1,31555,210,0,620606,241,13,14,very_unsat,very_high,no,LEAVE
6650,1,28426,61,24,219083,166,4,6,very_sat,little,considering,LEAVE
6651,0,52413,60,61,914370,297,3,2,unsat,very_high,no,STAY
6652,0,155210,64,0,560568,462,5,9,very_unsat,little,never_thought,STAY
6653,1,70183,45,11,160154,339,3,5,very_unsat,high,no,STAY
6654,0,68765,0,0,193076,333,0,12,very_unsat,avg,considering,LEAVE
6655,0,64003,62,29,888432,277,5,4,very_unsat,little,no,STAY
6656,0,21271,214,46,922401,188,15,1,avg,very_high,actively_looking_into_it,LEAVE
6657,0,44545,0,63,579502,212,0,1,unsat,little,no,LEAVE
6658,1,88210,0,15,355661,330,1,6,unsat,little,actively_looking_into_it,STAY
6659,1,111415,62,6,828313,399,5,6,very_sat,very_little,considering,LEAVE
6660,0,30985,0,0,873611,213,0,11,unsat,high,actively_looking_into_it,STAY
6661,1,112809,204,0,556536,458,15,15,unsat,very_high,considering,LEAVE
6662,1,80617,185,0,236262,375,16,11,very_unsat,little,considering,LEAVE
6663,0,67941,0,51,687550,387,0,2,very_unsat,very_high,considering,STAY
6664,1,129360,52,17,229097,652,4,6,very_unsat,little,never_thought,STAY
6665,1,38405,0,18,902118,179,1,5,very_unsat,little,never_thought,STAY
6666,1,74477,229,0,878518,269,17,12,very_sat,little,considering,STAY
6667,1,66205,0,75,861814,384,1,2,very_unsat,very_little,perhaps,STAY
6668,1,74515,180,79,894918,343,11,10,very_unsat,little,considering,STAY
6669,1,26713,0,86,580653,225,0,2,very_sat,avg,considering,STAY
6670,1,39233,0,18,222754,361,0,4,avg,little,actively_looking_into_it,STAY
6671,0,41439,127,20,153115,185,15,5,very_unsat,high,no,STAY
6672,1,64966,59,0,183957,274,3,12,very_unsat,very_high,considering,LEAVE
6673,0,92886,78,11,150874,268,3,5,very_unsat,very_little,considering,LEAVE
6674,1,22789,0,78,451335,180,1,13,very_sat,very_high,no,STAY
6675,1,127322,214,80,978334,740,17,1,very_unsat,little,considering,LEAVE
6676,0,65531,161,87,240908,298,23,1,unsat,little,perhaps,LEAVE
6677,0,38752,0,12,167204,240,1,4,avg,high,no,STAY
6678,1,127891,174,0,236841,595,22,9,very_sat,very_high,perhaps,STAY
6679,1,149480,0,66,404684,741,1,2,very_unsat,little,considering,LEAVE
6680,1,57206,0,19,311162,372,0,5,very_sat,little,actively_looking_into_it,STAY
6681,1,84532,0,60,267801,381,0,1,unsat,little,no,LEAVE
6682,0,48287,187,23,782996,208,18,4,unsat,little,actively_looking_into_it,STAY
6683,1,39656,66,0,525089,133,5,11,very_unsat,very_high,considering,LEAVE
6684,0,83347,57,10,443309,263,4,5,very_sat,little,never_thought,LEAVE
6685,1,114148,215,21,298264,175,3,4,very_unsat,little,actively_looking_into_it,LEAVE
6686,1,122175,0,0,278912,435,0,5,very_sat,very_little,considering,STAY
6687,0,73662,0,0,399508,288,1,8,very_unsat,very_high,no,LEAVE
6688,0,149047,0,0,468188,836,0,13,very_unsat,very_high,considering,LEAVE
6689,0,25624,68,69,281960,162,3,1,avg,little,no,LEAVE
6690,1,149003,67,9,315844,632,1,4,unsat,very_high,actively_looking_into_it,STAY
6691,1,73930,0,0,856178,335,0,15,very_unsat,little,considering,STAY
6692,1,144375,48,0,150167,572,3,11,very_sat,little,no,LEAVE
6693,0,107485,214,0,774787,608,24,9,very_sat,little,never_thought,LEAVE
6694,0,136456,60,0,406084,629,4,8,very_sat,avg,actively_looking_into_it,LEAVE
6695,1,98872,209,76,415969,319,17,2,avg,very_little,actively_looking_into_it,LEAVE
6696,1,38735,0,18,648416,173,1,5,very_unsat,little,never_thought,STAY
6697,1,99793,52,58,833574,275,4,1,very_unsat,little,considering,STAY
6698,0,112045,0,61,878444,539,1,2,avg,little,considering,LEAVE
6699,0,96376,47,12,299064,515,5,5,very_unsat,avg,actively_looking_into_it,STAY
6700,1,153160,60,13,458910,509,4,6,very_sat,high,considering,STAY
6701,1,46890,0,0,622347,152,0,8,very_unsat,little,no,STAY
6702,0,74544,224,0,543006,293,22,14,very_sat,little,considering,LEAVE
6703,1,38785,187,13,168922,141,14,6,sat,avg,actively_looking_into_it,LEAVE
6704,0,115786,0,48,382833,705,1,2,very_sat,avg,considering,STAY
6705,1,86585,128,0,858585,303,29,12,unsat,high,considering,STAY
6706,0,68545,0,15,475559,285,0,12,sat,high,no,STAY
6707,0,27608,71,27,563902,244,3,2,very_unsat,very_high,considering,LEAVE
6708,0,49242,165,51,550740,178,11,2,very_unsat,avg,considering,LEAVE
6709,1,82576,211,5,937482,261,5,6,very_sat,very_high,considering,STAY
6710,0,78422,42,85,289735,283,3,2,very_sat,little,actively_looking_into_it,STAY
6711,0,39615,74,0,521323,144,5,15,very_sat,little,no,LEAVE
6712,1,99608,43,20,679555,391,4,4,very_unsat,little,considering,STAY
6713,0,87979,189,0,576729,324,12,8,very_unsat,little,considering,STAY
6714,0,52380,57,8,507723,391,3,5,very_unsat,little,actively_looking_into_it,STAY
6715,1,82862,187,8,349023,300,12,4,unsat,little,considering,LEAVE
6716,0,129128,0,18,297571,620,0,5,unsat,high,considering,STAY
6717,0,150056,52,80,635011,605,5,1,very_unsat,avg,considering,LEAVE
6718,1,25954,77,0,189603,208,3,15,very_sat,very_high,considering,LEAVE
6719,1,58627,57,0,508580,272,4,12,unsat,very_high,considering,STAY
6720,0,65410,221,17,356210,367,22,5,very_unsat,little,never_thought,LEAVE
6721,1,43319,0,13,634407,222,1,5,very_unsat,very_high,actively_looking_into_it,STAY
6722,1,31594,172,17,345865,209,10,6,very_sat,little,considering,STAY
6723,1,45845,0,14,733404,177,0,1,very_unsat,very_little,never_thought,STAY
6724,1,93134,61,9,633917,313,5,6,very_unsat,very_high,actively_looking_into_it,LEAVE
6725,1,156866,42,0,818402,811,3,14,very_sat,avg,considering,STAY
6726,1,150606,0,50,255668,452,1,2,very_unsat,high,no,LEAVE
6727,0,67860,230,0,400220,367,21,13,very_unsat,very_little,considering,LEAVE
6728,0,149686,143,15,159190,210,14,5,very_unsat,little,considering,LEAVE
6729,0,71699,77,0,431387,252,4,13,unsat,very_high,actively_looking_into_it,STAY
6730,0,29096,0,54,689832,179,0,1,very_sat,little,considering,STAY
6731,1,34230,160,10,281917,836,20,5,very_sat,very_high,considering,LEAVE
6732,0,74714,196,0,377806,334,23,13,very_unsat,high,actively_looking_into_it,LEAVE
6733,0,138107,197,0,447988,536,15,14,very_unsat,little,never_thought,STAY
6734,1,65005,0,65,217260,300,0,1,very_sat,avg,no,LEAVE
6735,0,47052,203,0,336991,524,13,9,very_sat,little,actively_looking_into_it,LEAVE
6736,1,132611,66,7,772966,604,5,5,very_sat,little,considering,LEAVE
6737,1,153276,0,0,263545,750,0,12,unsat,little,considering,LEAVE
6738,0,60812,0,21,717808,281,3,13,very_sat,little,actively_looking_into_it,STAY
6739,1,148555,0,18,838296,551,3,5,very_unsat,very_high,no,STAY
6740,0,153046,222,84,184998,298,20,5,very_sat,very_little,no,LEAVE
6741,1,26139,67,0,985388,203,4,11,very_unsat,very_high,actively_looking_into_it,STAY
6742,1,138272,46,0,495040,588,4,11,very_unsat,very_little,no,STAY
6743,0,22857,220,0,235779,224,11,1,avg,high,no,LEAVE
6744,0,20878,187,0,412984,246,12,11,very_unsat,little,considering,LEAVE
6745,0,45020,57,0,352991,140,4,13,very_unsat,high,never_thought,STAY
6746,1,133530,67,29,181693,880,5,1,very_unsat,very_high,no,STAY
6747,0,79575,58,0,965337,324,1,13,very_sat,very_little,actively_looking_into_it,STAY
6748,0,136911,194,23,567195,714,10,5,very_sat,very_little,actively_looking_into_it,STAY
6749,0,148962,228,9,894730,727,18,14,very_unsat,little,actively_looking_into_it,LEAVE
6750,1,69885,83,6,974360,390,4,4,very_sat,very_little,considering,STAY
6751,1,79974,208,36,326431,392,16,2,very_unsat,very_high,never_thought,LEAVE
6752,1,27331,0,42,337906,217,1,1,unsat,high,considering,LEAVE
6753,1,56073,0,0,311432,351,0,15,unsat,high,actively_looking_into_it,STAY
6754,0,89954,181,10,190331,294,25,4,avg,very_high,considering,STAY
6755,0,141098,0,0,297866,605,1,14,very_sat,very_high,considering,STAY
6756,1,28321,0,0,989420,181,1,12,unsat,little,perhaps,STAY
6757,0,125971,0,12,516824,798,0,6,very_unsat,little,considering,STAY
6758,1,67281,0,0,263801,255,4,15,unsat,very_high,considering,LEAVE
6759,1,154238,56,13,960400,203,4,6,very_sat,very_high,no,STAY
6760,0,61658,197,83,162134,291,4,2,unsat,little,never_thought,LEAVE
6761,1,44238,0,74,444967,192,0,1,very_sat,very_high,never_thought,STAY
6762,1,143144,0,24,845980,888,1,4,very_unsat,very_little,considering,STAY
6763,0,21705,60,85,311947,180,3,2,very_unsat,very_high,never_thought,STAY
6764,0,104306,149,6,937734,843,11,2,unsat,little,considering,LEAVE
6765,0,69627,237,41,925370,338,10,2,very_sat,high,actively_looking_into_it,LEAVE
6766,1,115629,0,0,833983,481,1,12,very_sat,little,never_thought,LEAVE
6767,1,138542,0,0,223091,570,0,13,avg,little,considering,STAY
6768,1,154334,35,31,215414,524,1,2,very_sat,little,actively_looking_into_it,LEAVE
6769,1,105688,238,0,484746,628,14,15,unsat,high,never_thought,LEAVE
6770,1,95847,216,54,977696,327,27,2,avg,very_high,no,STAY
6771,1,105889,58,0,482812,421,3,12,very_unsat,very_little,considering,LEAVE
6772,1,144349,69,0,526956,452,4,14,unsat,little,considering,STAY
6773,0,50511,0,85,654655,297,1,2,very_unsat,very_little,considering,STAY
6774,0,156245,186,5,850991,875,26,4,unsat,little,actively_looking_into_it,LEAVE
6775,1,80066,0,0,638083,283,1,10,very_unsat,very_high,actively_looking_into_it,STAY
6776,1,121316,0,17,498851,687,0,4,very_unsat,little,considering,STAY
6777,0,63628,165,0,501172,395,10,10,very_unsat,little,considering,LEAVE
6778,1,83375,263,50,890581,368,11,8,avg,high,considering,STAY
